adversarial_fraction,seed,algorithm,accuracy
0.8,1022,majority_vote,0.0
0.8,1022,reputation_weighted,0.7
0.8,1022,time_decayed,0.6
0.8,1023,majority_vote,0.0
0.8,1023,reputation_weighted,0.78
0.8,1023,time_decayed,0.58
0.8,1024,majority_vote,0.0
0.8,1024,reputation_weighted,0.62
0.8,1024,time_decayed,0.42
0.8,1025,majority_vote,0.0
0.8,1025,reputation_weighted,0.8
0.8,1025,time_decayed,0.64
0.8,1026,majority_vote,0.02
0.8,1026,reputation_weighted,0.68
0.8,1026,time_decayed,0.6
0.8,1027,majority_vote,0.04
0.8,1027,reputation_weighted,0.8
0.8,1027,time_decayed,0.6
0.8,1028,majority_vote,0.02
0.8,1028,reputation_weighted,0.76
0.8,1028,time_decayed,0.64
0.8,1029,majority_vote,0.04
0.8,1029,reputation_weighted,0.72
0.8,1029,time_decayed,0.6
