adversarial_fraction,flip_probability,seed,algorithm,accuracy
0.8,0.4,5002,reputation_weighted,0.48
0.8,0.4,5002,time_decayed,0.38
0.8,0.4,5003,majority_vote,0.22
0.8,0.4,5003,reputation_weighted,0.56
0.8,0.4,5003,time_decayed,0.46
0.8,0.4,5004,majority_vote,0.18
0.8,0.4,5004,reputation_weighted,0.5
0.8,0.4,5004,time_decayed,0.36
0.8,0.4,5005,majority_vote,0.26
0.8,0.4,5005,reputation_weighted,0.62
0.8,0.4,5005,time_decayed,0.48
0.8,0.4,5006,majority_vote,0.22
0.8,0.4,5006,reputation_weighted,0.38
0.8,0.4,5006,time_decayed,0.32
0.8,0.4,5007,majority_vote,0.26
0.8,0.4,5007,reputation_weighted,0.54
0.8,0.4,5007,time_decayed,0.46
0.8,0.4,5008,majority_vote,0.22
0.8,0.4,5008,reputation_weighted,0.48
0.8,0.4,5008,time_decayed,0.44
0.8,0.4,5009,majority_vote,0.2
0.8,0.4,5009,reputation_weighted,0.58
0.8,0.4,5009,time_decayed,0.44
0.8,0.4,5010,majority_vote,0.26
0.8,0.4,5010,reputation_weighted,0.58
0.8,0.4,5010,time_decayed,0.36
0.8,0.4,5011,majority_vote,0.18
0.8,0.4,5011,reputation_weighted,0.72
0.8,0.4,5011,time_decayed,0.5
0.8,0.4,5012,majority_vote,0.28
0.8,0.4,5012,reputation_weighted,0.66
0.8,0.4,5012,time_decayed,0.54
0.8,0.4,5013,majority_vote,0.1
0.8,0.4,5013,reputation_weighted,0.66
0.8,0.4,5013,time_decayed,0.58
0.8,0.4,5014,majority_vote,0.22
0.8,0.4,5014,reputation_weighted,0.52
0.8,0.4,5014,time_decayed,0.36
0.8,0.4,5015,majority_vote,0.22
0.8,0.4,5015,reputation_weighted,0.5
0.8,0.4,5015,time_decayed,0.46
0.8,0.4,5016,majority_vote,0.2
0.8,0.4,5016,reputation_weighted,0.7
0.8,0.4,5016,time_decayed,0.72
0.8,0.4,5017,majority_vote,0.22
0.8,0.4,5017,reputation_weighted,0.44
0.8,0.4,5017,time_decayed,0.42
0.8,0.4,5018,majority_vote,0.24
0.8,0.4,5018,reputation_weighted,0.38
0.8,0.4,5018,time_decayed,0.28
0.8,0.4,5019,majority_vote,0.14
0.8,0.4,5019,reputation_weighted,0.54
0.8,0.4,5019,time_decayed,0.42
0.8,0.4,5020,majority_vote,0.24
0.8,0.4,5020,reputation_weighted,0.5
0.8,0.4,5020,time_decayed,0.38
0.8,0.4,5021,majority_vote,0.24
0.8,0.4,5021,reputation_weighted,0.64
0.8,0.4,5021,time_decayed,0.5
0.8,0.4,5022,majority_vote,0.2
0.8,0.4,5022,reputation_weighted,0.58
0.8,0.4,5022,time_decayed,0.48
0.8,0.4,5023,majority_vote,0.12
0.8,0.4,5023,reputation_weighted,0.56
0.8,0.4,5023,time_decayed,0.5
0.8,0.4,5024,majority_vote,0.16
0.8,0.4,5024,reputation_weighted,0.62
0.8,0.4,5024,time_decayed,0.58
0.8,0.4,5025,majority_vote,0.2
0.8,0.4,5025,reputation_weighted,0.46
0.8,0.4,5025,time_decayed,0.34
0.8,0.4,5026,majority_vote,0.14
0.8,0.4,5026,reputation_weighted,0.78
0.8,0.4,5026,time_decayed,0.62
0.8,0.4,5027,majority_vote,0.16
0.8,0.4,5027,reputation_weighted,0.42
0.8,0.4,5027,time_decayed,0.38
0.8,0.4,5028,majority_vote,0.16
0.8,0.4,5028,reputation_weighted,0.6
0.8,0.4,5028,time_decayed,0.5
0.8,0.4,5029,majority_vote,0.08
0.8,0.4,5029,reputation_weighted,0.6
0.8,0.4,5029,time_decayed,0.44
0.8,0.8,5000,majority_vote,0.28
0.8,0.8,5000,reputation_weighted,0.32
0.8,0.8,5000,time_decayed,0.24
0.8,0.8,5001,majority_vote,0.3
0.8,0.8,5001,reputation_weighted,0.52
0.8,0.8,5001,time_decayed,0.36
0.8,0.8,5002,majority_vote,0.34
0.8,0.8,5002,reputation_weighted,0.48
0.8,0.8,5002,time_decayed,0.3
0.8,0.8,5003,majority_vote,0.34
0.8,0.8,5003,reputation_weighted,0.42
0.8,0.8,5003,time_decayed,0.38
0.8,0.8,5004,majority_vote,0.28
0.8,0.8,5004,reputation_weighted,0.4
0.8,0.8,5004,time_decayed,0.28
0.8,0.8,5005,majority_vote,0.42
0.8,0.8,5005,reputation_weighted,0.46
0.8,0.8,5005,time_decayed,0.34
0.8,0.8,5006,majority_vote,0.44
0.8,0.8,5006,reputation_weighted,0.5
0.8,0.8,5006,time_decayed,0.26
0.8,0.8,5007,majority_vote,0.4
0.8,0.8,5007,reputation_weighted,0.42
0.8,0.8,5007,time_decayed,0.32
0.8,0.8,5008,majority_vote,0.36
0.8,0.8,5008,reputation_weighted,0.5
0.8,0.8,5008,time_decayed,0.26
0.8,0.8,5009,majority_vote,0.44
0.8,0.8,5009,reputation_weighted,0.58
0.8,0.8,5009,time_decayed,0.28
0.8,0.8,5010,majority_vote,0.52
0.8,0.8,5010,reputation_weighted,0.58
0.8,0.8,5010,time_decayed,0.38
0.8,0.8,5011,majority_vote,0.34
0.8,0.8,5011,reputation_weighted,0.42
0.8,0.8,5011,time_decayed,0.28
0.8,0.8,5012,majority_vote,0.5
0.8,0.8,5012,reputation_weighted,0.56
0.8,0.8,5012,time_decayed,0.34
0.8,0.8,5013,majority_vote,0.44
0.8,0.8,5013,reputation_weighted,0.54
0.8,0.8,5013,time_decayed,0.32
0.8,0.8,5014,majority_vote,0.36
0.8,0.8,5014,reputation_weighted,0.44
0.8,0.8,5014,time_decayed,0.38
0.8,0.8,5015,majority_vote,0.42
0.8,0.8,5015,reputation_weighted,0.52
0.8,0.8,5015,time_decayed,0.34
0.8,0.8,5016,majority_vote,0.34
0.8,0.8,5016,reputation_weighted,0.46
0.8,0.8,5016,time_decayed,0.32
0.8,0.8,5017,majority_vote,0.4
0.8,0.8,5017,reputation_weighted,0.46
0.8,0.8,5017,time_decayed,0.24
0.8,0.8,5018,majority_vote,0.3
0.8,0.8,5018,reputation_weighted,0.36
0.8,0.8,5018,time_decayed,0.32
0.8,0.8,5019,majority_vote,0.36
0.8,0.8,5019,reputation_weighted,0.48
0.8,0.8,5019,time_decayed,0.28
0.8,0.8,5020,majority_vote,0.44
0.8,0.8,5020,reputation_weighted,0.46
0.8,0.8,5020,time_decayed,0.32
0.8,0.8,5021,majority_vote,0.48
0.8,0.8,5021,reputation_weighted,0.64
0.8,0.8,5021,time_decayed,0.4
0.8,0.8,5022,majority_vote,0.44
0.8,0.8,5022,reputation_weighted,0.46
0.8,0.8,5022,time_decayed,0.36
0.8,0.8,5023,majority_vote,0.4
0.8,0.8,5023,reputation_weighted,0.52
0.8,0.8,5023,time_decayed,0.28
0.8,0.8,5024,majority_vote,0.36
0.8,0.8,5024,reputation_weighted,0.44
0.8,0.8,5024,time_decayed,0.38
0.8,0.8,5025,majority_vote,0.34
0.8,0.8,5025,reputation_weighted,0.34
0.8,0.8,5025,time_decayed,0.22
0.8,0.8,5026,majority_vote,0.48
0.8,0.8,5026,reputation_weighted,0.5
0.8,0.8,5026,time_decayed,0.26
0.8,0.8,5027,majority_vote,0.4
0.8,0.8,5027,reputation_weighted,0.44
0.8,0.8,5027,time_decayed,0.3
0.8,0.8,5028,majority_vote,0.38
0.8,0.8,5028,reputation_weighted,0.44
0.8,0.8,5028,time_decayed,0.36
0.8,0.8,5029,majority_vote,0.36
0.8,0.8,5029,reputation_weighted,0.48
0.8,0.8,5029,time_decayed,0.4
